ano,id_inscrito,responsavel,nome_responsavel,titulo_livro,isbn,genero_livro,nome_pais_primeira_edicao,tipo_publicacao,autor_nome,autor_genero,autor_idade,autor_nome_pais,autor_nacionalidade,autor_indicador_atividade_economica_principal,autor_educacao_formal,autor_indicador_publicacao_outras_obras,autor_quantidade_obras_publicadas,editora_nome,editora_pais_origem,editora_local_sede,editora_ano_criacao,editora_linha_predominante,editora_canal_distribuicao,editora_tiragem_edicao,editora_financiamento_edicao,editora_grupo_financiamento,editora_site,indicador_outras_edicoes,outras_edicoes_nome_editora,outras_edicoes_ano_publicacao,outras_edicoes_nome_pais,indicador_semifinalista,indicador_finalista,indicador_vencedor
2023,202301564-006,Autor,Luís Amorim,Contos VII,9781471653841,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-007,Autor,Luís Amorim,Contos VIII,9781471641824,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-008,Autor,Luís Amorim,Contos IX,9781471080807,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-009,Autor,Luís Amorim,Contos X,9781471080739,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-010,Autor,Luís Amorim,Contos XI,9781471044601,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-011,Autor,Luís Amorim,Contos XII,9781471003745,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-012,Autor,Luís Amorim,Contos XIII,9781470985271,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-013,Autor,Luís Amorim,Contos XIV,9781470974824,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-014,Autor,Luís Amorim,Contos XV,9781470960049,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-015,Autor,Luís Amorim,Contos XVI,9781470955267,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-016,Autor,Luís Amorim,Contos XVII,9781470945671,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-017,Autor,Luís Amorim,Paz (em prosa),9781470925512,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-018,Autor,Luís Amorim,O Viajante (em prosa),9781470925130,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-019,Autor,Luís Amorim,O Sino (em prosa),9781471087165,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-020,Autor,Luís Amorim,A Sereia (em prosa),9781470920135,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-021,Autor,Luís Amorim,O Mapa (em prosa),9781470918651,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-022,Autor,Luís Amorim,Contos XVIII,9781470918637,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-023,Autor,Luís Amorim,Contos XIX,9781470917159,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-024,Autor,Luís Amorim,Pensamentos II,9781470917104,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301564-025,Autor,Luís Amorim,Beatriz (em prosa),9781471683176,Conto,Portugal,E-book,Luis Amorim,Masculino,de 50 a 60 anos,Portugal,Portuguesa,Sim,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301570-001,Autor,flavio ivair notaroberto custodio,Momenlhares,9786500483864,Conto,Brasil,"Livro em papel, impresso industrialmente",Flavio Notaroberto,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301575-001,Autor,Márcio Roberto,Aprimorados - Os Três Primeiros,9786500665031,Romance,Brasil,E-book,Marcio Roberto,Masculino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301579-001,Autor,Ismael Gaião da Costa,CAÇUÁ DE SENTIMENTOS POEMAS,9786500404661,Poesia,Brasil,"Livro em papel, impresso industrialmente",Ismael Gaiao,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301609-001,Autor,Adriana Jungbluth,No Pico das Agulhas,9786500482126,Romance,Brasil,E-book,Adriana Jungbluth,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301617-001,Autor,Marinez da Silva Assis Anunciação,Aconteceu no Sertão,9786500423389,Romance,Brasil,"Livro em papel, impresso industrialmente",Marinez Assis,Feminino,de 50 a 60 anos,Bósnia-Herzegóvina,Brasileira,Sim,Pós-graduação,true,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301620-001,Autor,Antonio Augusto Acosta Martins,Poesias Peregrinas,9786500466621,Poesia,Brasil,"Livro em papel, impresso industrialmente",Antonio Augusto Acosta Martins,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Graduação,true,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301626-001,Autor,Pamella Martelli,Velho Imóvel,9786500398205,Dramaturgia,Brasil,"Livro em papel, impresso industrialmente",Pamella Martelli,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301627-001,Autor,Lucas de Siqueira,Versos Siderais,9786500595444,Poesia,Brasil,E-book,Luca De Siqueira,Masculino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Autopublicação,Brasil,-,2020,,,,,,,Não sei informar,,,BR,Não,Não,Não
2023,202301629-001,Autor,Wigvan Junior Pereira dos Santos,Sapatos Brancos,9786500470246,Romance,Brasil,"Livro em papel, impresso industrialmente",Wigvan,Prefiro não informar,de 30 a 40 anos,Brasil,Brasileira,Não,Não sei / prefiro não informar,true,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301639-001,Autor,Claudia Bicca Marzano,Corpo Presente,9786587457215,Poesia,Brasil,Livro artesanal (com ISBN),Claudia Marzano,Feminino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301643-001,Autor,Lucas Rafael Nolli Duarte,Isca,9786589911739,Poesia,Brasil,"Livro em papel, impresso industrialmente",L Rafael Nolli,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301643-002,Autor,Lucas Rafael Nolli Duarte,Achados & Perdidos,9788578589790,Poesia,Brasil,"Livro em papel, impresso industrialmente",L Rafael Nolli,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301644-001,Autor,Claudio Antão Ribeiro de Oliveira,Contos de Vila da Graça,9786500464108,Romance,Brasil,E-book,Claudio Oliveira,Masculino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301648-001,Autor,Yana Nunes,Madrugadas,9786500513509,Poesia,Brasil,E-book,Yana Nunes,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301652-001,Autor,Luisa Marilac Soalheiro,Verborragia: O Real Da Língua,9786525437996,Poesia,Brasil,"Livro em papel, impresso industrialmente",Luisa Soalheiro,Feminino,de 60 a 70 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2023,202301661-001,Autor,Vicente Saraiva dos Santos Neto,Abrindo as gavetas do interior,9786500599602,Romance,Brasil,E-book,Vicente Saraiva Dos Santos Neto,Masculino,de 20 a 30 anos,Brasil,Brasileira,Sim,Ensino Técnico,false,,Autopublicação,Brasil,-,2020,,,,,,,Não,,,BR,Não,Não,Não
2021,202100040-001,,Livia Esmeralda Vargas González,"Trânsitos cotidianos: passagens por uma Venezuela convulsa (Crônicas de Caracas, 2018-2019)",9786586657289,Crônica,Brasil,"Livro em papel, impresso industrialmente",Livia Esmeralda Vargas Gonzalez,Feminino,,Brasil,Venezuelana,Outra(s),,,,Ape'Ku,Brasil,-,,Literatura,Venda direta por meio digital,Impressão por demanda,Subsídios,Múltiplas fontes de financiamento,,,,,,Não,Não,Não
2021,202100317-001,,Sandra Alves do Nascimento,Nunca recebi flores,9786586291292,Romance,Brasil,"Livro em papel, impresso industrialmente",Sandra Alves Do Nascimento,Feminino,,Brasil,Brasileira,Outra(s),,,,Illuminare,Brasil,-,,Literatura,Venda direta por meio digital,Ambas,Subsídios,Múltiplas fontes de financiamento,,,,,,Não,Não,Não
2021,202100656-001,,Vanessa de Oliveira Maranha Coelho,A filha de Mrs. Dalloway,9788577724697,Romance,Brasil,"Livro em papel, impresso industrialmente",Vanessa Maranha,Feminino,,Brasil,Brasileira,Outra(s),,,,Edufes - Editora da Universidade Federal do Espírito Santo,Brasil,-,,Literatura,"Venda direta, Venda direta por meio digital",Ambas,Subsídios,Múltiplas fontes de financiamento,,,,,,Não,Não,Não
2021,202100855-001,,maitê de oliveira freitas,Estado de Libido ou poesias de prazer e cura,9786580353026,Poesia,Brasil,"Livro em papel, impresso industrialmente",Carmen Faustino,Feminino,,Brasil,Brasileira,Literatura,,,,Oralituras,Brasil,-,,Literatura,"Em livrarias, com distribuição própria, Venda direta por meio digital",Definida para cada livro,Subsídios,Múltiplas fontes de financiamento,http://oralituras.com.br/,,,,,Não,Não,Não
2021,202100855-002,,maitê de oliveira freitas,Poesias Pós Parto,9786599031823,Poesia,Brasil,"Livro em papel, impresso industrialmente",Priscila Santos Martins,Feminino,,Brasil,Brasileira,Outra(s),,,,Oralituras,Brasil,-,,Literatura,"Em livrarias, com distribuição própria, Venda direta por meio digital",Definida para cada livro,Subsídios,Múltiplas fontes de financiamento,http://oralituras.com.br/,,,,,Não,Não,Não
2021,202101062-001,,Carlos Alberto Mendonça Filho,Retilíneo.,9786500130683,Dramaturgia,Brasil,"Livro em papel, impresso industrialmente",Carlos Alberto Mendonca Filho,Masculino,,Brasil,Brasileira,Literatura,,,,La Lettre,Brasil,-,,Literatura,Venda direta por meio digital,Ambas,Subsídios,Múltiplas fontes de financiamento,https://lalettre.art.br/,,,,,Não,Não,Não
2021,202101063-001,,Alan Norões,Os senhores repararam que a viscondessa de Mataburros é uma porca?,9786500130768,Dramaturgia,Brasil,"Livro em papel, impresso industrialmente",Alan Noroes,Masculino,,Brasil,Brasileira,Outra(s),,,,La Lettre,Brasil,-,,Literatura,Venda direta por meio digital,Definida para cada livro,Subsídios,Múltiplas fontes de financiamento,https://lalettre.art.br/,,,,,Não,Não,Não
2021,202101064-001,,Hitaloema Dutra da Silva,Fases,9786556560496,Poesia,Brasil,"Livro em papel, impresso industrialmente",Hitaloema Dutra Da Silva,Feminino,,Brasil,Brasileira,Outra(s),,,,Albatroz,Brasil,-,2015,"Literatura, Ensaio / humanidades, Didático, Infantil / Infantojuvenil, Técnico-científico","Em livrarias, por meio de distribuidores, Em livrarias, com distribuição própria, Venda direta, Venda direta por meio digital",Ambas,Subsídios,Múltiplas fontes de financiamento,,,,,,Não,Não,Não
2021,202101144-001,,Janaína Fernanda Santos,Arapuca ou Eva Dando Voltas no Paraíso,9786500130751,Dramaturgia,Brasil,eBook,Janaina Fernanda Santos,Feminino,,Brasil,Brasileira,Outra(s),,,,La Lettre,Brasil,-,,"Literatura, Ensaio / humanidades",Venda direta por meio digital,Ambas,Subsídios,Múltiplas fontes de financiamento,https://lalettre.art.br/,,,,,Não,Não,Não
2021,202101170-001,,Beatriz Avila Vasconcelos,Aqui - você atravessa de ossos quebrados,9786500130676,Dramaturgia,Brasil,"Livro em papel, impresso industrialmente",Beatriz Avila Vasconcelos,Feminino,,Brasil,Brasileira,Outra(s),,,,La Lettre,Brasil,-,,Literatura,Venda direta por meio digital,Ambas,Subsídios,Múltiplas fontes de financiamento,https://lalettre.art.br/,,,,,Não,Não,Não
2021,202101209-001,,Valdeir da Silva,hérnia,9786500130669,Dramaturgia,Brasil,"Livro em papel, impresso industrialmente",Val Salles,Masculino,,Brasil,Brasileira,Outra(s),,,,La Lettre,Brasil,-,,Literatura,Venda direta por meio digital,Ambas,Subsídios,Múltiplas fontes de financiamento,https://lalettre.art.br/,,,,,Não,Não,Não
2021,202100071-001,,Marize Lima de Castro,Jorro,9788560036424,Poesia,Brasil,"Livro em papel, impresso industrialmente",Marize Castro,Feminino,,Brasil,Brasileira,Outra(s),,,,Una,Brasil,-,,Literatura,"Em livrarias, com distribuição própria",Definida para cada livro,Patrocínio,Múltiplas fontes de financiamento,,,,,,Não,Não,Não
2021,202100296-001,,José Waeny,VIDAS CONDENADAS,9786587068046,Romance,Brasil,Livro artesanal (com ISBN),Jose Waeny,Masculino,,Brasil,Brasileira,Outra(s),,,,Grupo Editorial Coerência,Brasil,-,2016,Literatura,"Em livrarias, por meio de distribuidores, Em livrarias, com distribuição própria, Venda direta, Venda direta por meio digital",Ambas,Patrocínio,Múltiplas fontes de financiamento,http://editoracoerencia.com.br,,,,,Não,Não,Não
2021,202100309-001,,Rosa Amanda Strausz,O caso Édipo,9786599117435,Romance,Brasil,"Livro em papel, impresso industrialmente",Luiz Antonio Aguiar,Masculino,,Brasil,Brasileira,Literatura,,,,Ventania,Brasil,-,2019,Literatura,Venda direta por meio digital,Impressão por demanda,Patrocínio,Múltiplas fontes de financiamento,@ventania.editorial,,,,,Não,Não,Não
2021,202100614-001,,Rodrigo De Marco ,Imerso,9786586623130,Poesia,Brasil,"Livro em papel, impresso industrialmente",Rodrigo De Marco,Masculino,,Brasil,Brasileira,Outra(s),,,,Metamorfose,Brasil,-,2015,Literatura,"Em livrarias, com distribuição própria",Definida para cada livro,Patrocínio,Múltiplas fontes de financiamento,,,,,,Não,Não,Não
2021,202100738-001,,Renato Luiz Rodrigues Marques,"CRÔNICAS DE TERRANO QUESMAR - MARAGATO, DIPLOMATA E ARISTOTÉLICO NATO",9786586347043,Crônica,Brasil,"Livro em papel, impresso industrialmente",Renato Luiz Rodrigues Marques,Masculino,,Brasil,Brasileira,Outra(s),,,,Movimento,Brasil,-,,Literatura,"Em livrarias, por meio de distribuidores, Venda direta por meio digital",Definida para cada livro,Patrocínio,Múltiplas fontes de financiamento,www.editoramovimento.com.br,,,,,Não,Não,Não
2021,202100943-001,,FELIPE SILVA BARROS,DEPOIS VÁ VER O MAR,9786558590736,Poesia,Brasil,"Livro em papel, impresso industrialmente",Bruno Muniz,Masculino,,Brasil,Brasileira,Literatura,,,,Kelps,Brasil,-,1982,"Literatura, Ensaio / humanidades, Infantil / Infantojuvenil, Técnico-científico",Venda direta,Definida para cada livro,Patrocínio,Múltiplas fontes de financiamento,www.kelps.com.br,,,,,Não,Não,Não
2021,202101021-001,,Maria Iris Lo-Buono Moreira,Namoradeiras em Quarentena - Poemas nas Janelas,9786586892031,Poesia,Brasil,"Livro em papel, impresso industrialmente",Maria Iris Lobuono Moreira,Feminino,,Brasil,Brasileira,Outra(s),,,,Ofício das Palavras,Brasil,-,,"Literatura, Infantil / Infantojuvenil","Em livrarias, por meio de distribuidores, Venda direta, Venda direta por meio digital",Ambas,Patrocínio,Múltiplas fontes de financiamento,www.oficiodaspalavras.com.br,,,,,Não,Não,Não
2021,202101182-001,,Nelson Saúte,Planisfério Moçambicano - Atlas Literário,9789895425549,Crônica,Moçambique,"Livro em papel, impresso industrialmente",Nelson Saute,Masculino,,Moçambique,Moçambicana,Outra(s),,,,Marimbique,Moçambique,-,,"Literatura, Ensaio / humanidades","Em livrarias, com distribuição própria",Definida para cada livro,Patrocínio,Múltiplas fontes de financiamento,,,,,,Não,Não,Não
2022,202200037-001,Editora,João Camilo Campos de Oliveira Torres,O bandolim centenário,9786586942453,Romance,Brasil,"Livro em papel, impresso industrialmente",Flavio Saliba Cunha,Masculino,de 70 a 80 anos,Brasil,Brasileira,Sim,Pós-graduação,false,,Quixote+Do,Brasil,-,2017,"Literatura, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://quixote-do.com.br/,Não,Editora DeLivro Ltda Quixote+Do,2021,BR,Não,Não,Não
2022,202200037-002,Editora,João Camilo Campos de Oliveira Torres,Sol no Mamilo,9786586942163,Poesia,Brasil,"Livro em papel, impresso industrialmente",Elisa Mendes,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Quixote+Do,Brasil,-,2017,"Literatura, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://quixote-do.com.br/,Não,Editora DeLivro Ltda Quixote+Do,2021,BR,Não,Não,Não
2022,202200074-001,Autor,Michel Yakini Iman,Na Medula do Verbo,9786599385629,Crônica,Brasil,"Livro em papel, impresso industrialmente",Michel Yakiniiman,Masculino,de 40 a 50 anos,Brasil,Brasileira,Sim,Pós-graduação,false,,Elo da Corrente Edições,Brasil,-,,Literatura,Venda direta por meio físico,Impressão por demanda,Leis de incentivo,Leis de incentivo,não tem,Não,Elo da Corrente Edições/Avangi Cultural,2021,BR,Não,Não,Não
2022,202200107-001,Autor,MARCOS SAMUEL COSTA DA CONCEICAO,O cheiro dos homens,9786500276107,Romance,Brasil,"Livro em papel, impresso industrialmente",Marcos Samuel Costa,Masculino,de 20 a 30 anos,Brasil,Brasileira,,Graduação,false,,Dalcidio Jurandir,Portugal,-,,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico",Impressão por demanda,Leis de incentivo,Leis de incentivo,https://www.ioepa.com.br/portal/#3,Não,editora Dalcidio Jurandir ,2021,BR,Não,Não,Não
2022,202200279-001,Autor,Marcelo Santos da Silva,NA GARGANTA UM SERTÃO ENJAULADO,9786589223146,Poesia,Brasil,E-book,Marcello Silva,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,false,,Biblioteca Pública do Paraná,Brasil,-,,Literatura,Venda direta por meio digital,Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://www.bpp.pr.gov.br/,Não,Biblioteca Pública do Paraná,2021,BR,Não,Não,Não
2022,202200348-001,Autor,Franciorlis Freitas Viana,Bicho do Mato,9786500276060,Conto,Brasil,"Livro em papel, impresso industrialmente",Franciorlys Viannza,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Dalcidio Jurandir,Portugal,-,,Outra,Venda direta por meio físico,Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,http://ioepa.com.br/portal/noticias.aspx?id=32278,Não,Editora Dalcídio Jurandir ,2021,BR,Não,Não,Não
2022,202200348-002,Autor,Franciorlis Freitas Viana,Caliginosa Máquina do Mundo,9788571320086,Conto,Brasil,"Livro em papel, impresso industrialmente",Franciorlys Viannza,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,false,,Dalcidio Jurandir,Portugal,-,,Outra,Venda direta por meio físico,Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,http://ioepa.com.br/portal/noticias.aspx?id=32278,Não,Fundação Cultural do Pará ,2021,BR,Não,Não,Não
2022,202200365-001,Autor,Luiz Eduardo Meneses de Oliveira,Mergulho,9786556371801,Romance,Brasil,"Livro em papel, impresso industrialmente",Luiz Eduardo Oliveira,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Pontes,Brasil,-,,Literatura,"Em livraria, por meio de distribuidor",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,,Não,Pontes,2021,BR,Não,Não,Não
2022,202200414-001,Autor,Tiago Raul Feijó Silva,Doze dias,9789895314249,Romance,Portugal,"Livro em papel, impresso industrialmente",Tiago Feijo,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,false,,"Sul, sol e sal",Portugal,-,,Literatura,"Venda direta por meio físico, Venda direta por meio digital",Ambas,Leis de incentivo,Leis de incentivo,,Não,,,BR,Não,Não,Não
2022,202200448-001,Autor,Luís Matheus Brito,Guia de Queixumes,9786500157581,Poesia,Brasil,"Livro em papel, impresso industrialmente",Luis Matheus Brito,Prefiro não informar,de 20 a 30 anos,Brasil,Brasileira,Sim,Pós-graduação,true,,Blague,Brasil,-,2021,Literatura,"Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,,Não,,,BR,Não,Não,Não
2022,202200480-001,Autor,Maria Cecilia Lourenço,"Atrás dos muros, uma flor",9786599523496,Poesia,Brasil,"Livro em papel, impresso industrialmente",Cissa Lourenco,Feminino,de 50 a 60 anos,Brasil,Brasileira,Sim,Ensino Técnico,true,,Selin Trovoar,Brasil,-,2018,Literatura,Venda direta por meio físico,Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://trovoar.lojaintegrada.com.br,Não,Selin Trovoar,2021,BR,Não,Não,Não
2022,202200481-001,Autor,Ademir Gomes de Assunção,Risca Faca,9786599547904,Poesia,Brasil,"Livro em papel, impresso industrialmente",Ademir Assuncao,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não,Graduação,false,,Selo Demonio Negro,Brasil,-,,Literatura,"Em livraria, por meio de distribuidor, Venda direta por meio digital",Ambas,Leis de incentivo,Leis de incentivo,https://www.demonionegro.com.br/,Não,Selo Demônio Negro,2021,BR,Não,Não,Não
2022,202200484-001,Autor,Verônica Ramalho,Três línguas,9786588822142,Poesia,Brasil,"Livro em papel, impresso industrialmente",Veronica Ramalho,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,false,,Córrego,Brasil,-,2013,Literatura,"Venda direta por meio físico, Venda direta por meio digital",Ambas,Leis de incentivo,Leis de incentivo,,Não,Córrego,2021,BR,Não,Não,Não
2022,202200614-001,Autor,Lucas Ribeiro Rocha,Carne sísmica,9786500159394,Poesia,Brasil,"Livro em papel, impresso industrialmente",Lucas Ribeiro Rocha,Masculino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Blague,Brasil,-,2021,Literatura,"Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,,Não,,,BR,Não,Não,Não
2022,202200693-001,Autor,Daniel Carvalho,amanhã sonhei que uma peste invadia a casa,9786599523458,Poesia,Brasil,"Livro em papel, impresso industrialmente",Daniel Carvalho,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Selin Trovoar,Brasil,-,2018,Literatura,"Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://trovoar.lojaintegrada.com.br/,Não,Selin Trovoar,2021,BR,Não,Não,Não
2022,202200700-001,Autor,Oly cesar wolf,A Minha Aldeia,9786589223214,Poesia,Brasil,E-book,Oly Cesar Wolf,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Ensino Médio,true,,Selo Biblioteca Pública do Paraná,Brasil,-,,"Literatura, Infantil / Infantojuvenil",Venda direta por meio digital,Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://www.bpp.pr.gov.br/Pagina/Vencedores-do-Premio-Biblioteca-Digital-2021,Não,Selo Biblioteca Pública do Paraná,2021,BR,Não,Não,Não
2022,202200804-001,Autor,Jonas Leite,Itinerário do Tempo ,9786558692119,Poesia,Brasil,E-book,Jonas Leite,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Pedro Joao,Brasil,-,,Literatura,Venda direta por meio físico,Ambas,Leis de incentivo,Leis de incentivo,https://pedroejoaoeditores.com.br/site/itinerario-do-tempo/,Não,Pedro & João Editores ,2021,BR,Não,Não,Não
2022,202200811-001,Autor,Sérgio Murilo Fontes de Oliveira Filho,Cor de risco,9786599228797,Conto,Brasil,"Livro em papel, impresso industrialmente",Sergio Murilo Fontes,Masculino,de 20 a 30 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Blague,Brasil,-,2021,Literatura,Venda direta por meio físico,Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://linktr.ee/edicoesblague,Não,,,BR,Não,Não,Não
